Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,2017,Female,80 +,Married,Census - de jure - complete tabulation,"Final figure, complete",7747
Mozambique,2017,Female,80 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",17885
Mozambique,2017,Female,80 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",42491
Mozambique,2017,Female,80 +,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",5434
Mozambique,2007,Male,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",5716368
Mozambique,2007,Male,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2161518
Mozambique,2007,Male,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",895957
Mozambique,2007,Male,Total,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",2391867
Mozambique,2007,Male,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",75226
Mozambique,2007,Male,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",125491
Mozambique,2007,Male,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",66309
Mozambique,2007,Male,14-Dec,Total,Census - de facto - complete tabulation,"Final figure, complete",697442
Mozambique,2007,Male,14-Dec,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",691508
Mozambique,2007,Male,14-Dec,Married,Census - de facto - complete tabulation,"Final figure, complete",1498
Mozambique,2007,Male,14-Dec,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",2959
Mozambique,2007,Male,14-Dec,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",268
Mozambique,2007,Male,14-Dec,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",483
Mozambique,2007,Male,14-Dec,Unknown,Census - de facto - complete tabulation,"Final figure, complete",726
Mozambique,2007,Male,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",925729
Mozambique,2007,Male,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",830108
Mozambique,2007,Male,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",11762
Mozambique,2007,Male,15 - 19,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",58994
Mozambique,2007,Male,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",567
Mozambique,2007,Male,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4358
Mozambique,2007,Male,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",19940
Mozambique,2007,Male,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",774413
Mozambique,2007,Male,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",369466
Mozambique,2007,Male,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",67846
Mozambique,2007,Male,20 - 24,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",299184
Mozambique,2007,Male,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1456
Mozambique,2007,Male,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",14824
Mozambique,2007,Male,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",21637
Mozambique,2007,Male,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",707603
Mozambique,2007,Male,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",144060
Mozambique,2007,Male,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",111724
Mozambique,2007,Male,25 - 29,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",421901
Mozambique,2007,Male,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2873
Mozambique,2007,Male,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",19728
Mozambique,2007,Male,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",7317
Mozambique,2007,Male,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",583689
Mozambique,2007,Male,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",52710
Mozambique,2007,Male,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",126022
Mozambique,2007,Male,30 - 34,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",379166
Mozambique,2007,Male,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4041
Mozambique,2007,Male,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",17555
Mozambique,2007,Male,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4195
Mozambique,2007,Male,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",481396
Mozambique,2007,Male,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",25930
Mozambique,2007,Male,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",119336
Mozambique,2007,Male,35 - 39,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",314598
Mozambique,2007,Male,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4643
Mozambique,2007,Male,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",14146
Mozambique,2007,Male,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2743
Mozambique,2007,Male,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",366518
Mozambique,2007,Male,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",14449
Mozambique,2007,Male,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",98293
Mozambique,2007,Male,40 - 44,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",235289
Mozambique,2007,Male,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5345
Mozambique,2007,Male,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",11166
Mozambique,2007,Male,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1976
Mozambique,2007,Male,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",321236
Mozambique,2007,Male,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",10575
Mozambique,2007,Male,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",89257
Mozambique,2007,Male,45 - 49,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",202936
Mozambique,2007,Male,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6449
Mozambique,2007,Male,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",10584
Mozambique,2007,Male,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1435
Mozambique,2007,Male,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",231232
Mozambique,2007,Male,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",6757
Mozambique,2007,Male,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",69138
Mozambique,2007,Male,50 - 54,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",138590
Mozambique,2007,Male,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7170
Mozambique,2007,Male,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",8357
Mozambique,2007,Male,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1220
Mozambique,2007,Male,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",194011
Mozambique,2007,Male,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",4659
Mozambique,2007,Male,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",61460
Mozambique,2007,Male,55 - 59,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",112999
Mozambique,2007,Male,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7075
Mozambique,2007,Male,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6899
Mozambique,2007,Male,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",919
Mozambique,2007,Male,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",140146
Mozambique,2007,Male,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3500
Mozambique,2007,Male,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",46395
Mozambique,2007,Male,60 - 64,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",76555
Mozambique,2007,Male,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7459
Mozambique,2007,Male,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5331
Mozambique,2007,Male,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",906
Mozambique,2007,Male,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",113840
Mozambique,2007,Male,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2660
Mozambique,2007,Male,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",37391
Mozambique,2007,Male,65 - 69,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",61048
Mozambique,2007,Male,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7565
Mozambique,2007,Male,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4363
Mozambique,2007,Male,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",813
Mozambique,2007,Male,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",72288
Mozambique,2007,Male,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1857
Mozambique,2007,Male,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",23931
Mozambique,2007,Male,70 - 74,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",35974
Mozambique,2007,Male,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6721
Mozambique,2007,Male,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3143
Mozambique,2007,Male,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",662
Mozambique,2007,Male,75 - 79,Total,Census - de facto - complete tabulation,"Final figure, complete",55448
Mozambique,2007,Male,75 - 79,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1428
Mozambique,2007,Male,75 - 79,Married,Census - de facto - complete tabulation,"Final figure, complete",17666
Mozambique,2007,Male,75 - 79,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",27330
Mozambique,2007,Male,75 - 79,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6193
Mozambique,2007,Male,75 - 79,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2321
Mozambique,2007,Male,75 - 79,Unknown,Census - de facto - complete tabulation,"Final figure, complete",510
Mozambique,2007,Male,80 +,Total,Census - de facto - complete tabulation,"Final figure, complete",51377
Mozambique,2007,Male,80 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1851
Mozambique,2007,Male,80 +,Married,Census - de facto - complete tabulation,"Final figure, complete",14238
Mozambique,2007,Male,80 +,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",24344
Mozambique,2007,Male,80 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7401
Mozambique,2007,Male,80 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2233
Mozambique,2007,Male,80 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1310
Mozambique,2007,Female,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",6409847
Mozambique,2007,Female,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1617598
Mozambique,2007,Female,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",937103
Mozambique,2007,Female,Total,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",2814486
Mozambique,2007,Female,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",539945
Mozambique,2007,Female,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",423850
Mozambique,2007,Female,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",76865
Mozambique,2007,Female,14-Dec,Total,Census - de facto - complete tabulation,"Final figure, complete",667159
Mozambique,2007,Female,14-Dec,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",639032
Mozambique,2007,Female,14-Dec,Married,Census - de facto - complete tabulation,"Final figure, complete",4377
Mozambique,2007,Female,14-Dec,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",20356
Mozambique,2007,Female,14-Dec,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",513
Mozambique,2007,Female,14-Dec,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1929
Mozambique,2007,Female,14-Dec,Unknown,Census - de facto - complete tabulation,"Final figure, complete",952
Mozambique,2007,Female,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",991323
Mozambique,2007,Female,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",540957
Mozambique,2007,Female,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",68138
Mozambique,2007,Female,15 - 19,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",340183
Mozambique,2007,Female,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2536
Mozambique,2007,Female,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",28571
Mozambique,2007,Female,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",10938
Mozambique,2007,Female,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",986526
Mozambique,2007,Female,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",184056
Mozambique,2007,Female,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",139137
Mozambique,2007,Female,20 - 24,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",571977
Mozambique,2007,Female,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",9466
Mozambique,2007,Female,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",62980
Mozambique,2007,Female,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",18910
Mozambique,2007,Female,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",841416
Mozambique,2007,Female,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",88018
Mozambique,2007,Female,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",150161
Mozambique,2007,Female,25 - 29,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",519238
Mozambique,2007,Female,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",17052
Mozambique,2007,Female,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",60542
Mozambique,2007,Female,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",6405
Mozambique,2007,Female,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",667864
Mozambique,2007,Female,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",47027
Mozambique,2007,Female,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",137455
Mozambique,2007,Female,30 - 34,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",397791
Mozambique,2007,Female,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",26297
Mozambique,2007,Female,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",54894
Mozambique,2007,Female,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4400
Mozambique,2007,Female,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",556191
Mozambique,2007,Female,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",30293
Mozambique,2007,Female,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",122307
Mozambique,2007,Female,35 - 39,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",319032
Mozambique,2007,Female,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",33088
Mozambique,2007,Female,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",48163
Mozambique,2007,Female,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3308
Mozambique,2007,Female,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",389087
Mozambique,2007,Female,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",20953
Mozambique,2007,Female,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",83833
Mozambique,2007,Female,40 - 44,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",203275
Mozambique,2007,Female,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",40049
Mozambique,2007,Female,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",38256
Mozambique,2007,Female,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2721
Mozambique,2007,Female,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",328660
Mozambique,2007,Female,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",15989
Mozambique,2007,Female,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",72068
Mozambique,2007,Female,45 - 49,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",156690
Mozambique,2007,Female,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",47600
Mozambique,2007,Female,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",33949
Mozambique,2007,Female,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2364
Mozambique,2007,Female,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",283288
Mozambique,2007,Female,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",13606
Mozambique,2007,Female,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",58117
Mozambique,2007,Female,50 - 54,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",112491
Mozambique,2007,Female,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",64361
Mozambique,2007,Female,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",30527
Mozambique,2007,Female,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4186
Mozambique,2007,Female,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",208657
Mozambique,2007,Female,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",10260
Mozambique,2007,Female,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",40306
Mozambique,2007,Female,55 - 59,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",71869
Mozambique,2007,Female,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",60586
Mozambique,2007,Female,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",21807
Mozambique,2007,Female,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3829
Mozambique,2007,Female,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",159557
Mozambique,2007,Female,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",8951
Mozambique,2007,Female,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",25726
Mozambique,2007,Female,60 - 64,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",42741
Mozambique,2007,Female,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",61614
Mozambique,2007,Female,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",16187
Mozambique,2007,Female,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4338
Mozambique,2007,Female,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",127794
Mozambique,2007,Female,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",6583
Mozambique,2007,Female,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",18279
Mozambique,2007,Female,65 - 69,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",29625
Mozambique,2007,Female,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",57605
Mozambique,2007,Female,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",11788
Mozambique,2007,Female,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3914
Mozambique,2007,Female,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",81329
Mozambique,2007,Female,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",4712
Mozambique,2007,Female,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",8916
Mozambique,2007,Female,70 - 74,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",13803
Mozambique,2007,Female,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",43973
Mozambique,2007,Female,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6431
Mozambique,2007,Female,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3494
Mozambique,2007,Female,75 - 79,Total,Census - de facto - complete tabulation,"Final figure, complete",61012
Mozambique,2007,Female,75 - 79,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3418
Mozambique,2007,Female,75 - 79,Married,Census - de facto - complete tabulation,"Final figure, complete",5007
Mozambique,2007,Female,75 - 79,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",9035
Mozambique,2007,Female,75 - 79,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",36256
Mozambique,2007,Female,75 - 79,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4460
Mozambique,2007,Female,75 - 79,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2836
Mozambique,2007,Female,80 +,Total,Census - de facto - complete tabulation,"Final figure, complete",59984
Mozambique,2007,Female,80 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3743
Mozambique,2007,Female,80 +,Married,Census - de facto - complete tabulation,"Final figure, complete",3276
Mozambique,2007,Female,80 +,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",6380
Mozambique,2007,Female,80 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",38949
Mozambique,2007,Female,80 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3366
Mozambique,2007,Female,80 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4270
Mozambique,2007,Male,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",1962689
Mozambique,2007,Male,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",915352
Mozambique,2007,Male,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",254608
Mozambique,2007,Male,Total,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",702108
Mozambique,2007,Male,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",22849
Mozambique,2007,Male,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",44025
Mozambique,2007,Male,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",23747
Mozambique,2007,Male,14-Dec,Total,Census - de facto - complete tabulation,"Final figure, complete",225366
Mozambique,2007,Male,14-Dec,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",224336
Mozambique,2007,Male,14-Dec,Married,Census - de facto - complete tabulation,"Final figure, complete",343
Mozambique,2007,Male,14-Dec,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",448
Mozambique,2007,Male,14-Dec,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",26
Mozambique,2007,Male,14-Dec,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",53
Mozambique,2007,Male,14-Dec,Unknown,Census - de facto - complete tabulation,"Final figure, complete",160
Mozambique,2007,Male,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",353094
Mozambique,2007,Male,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",331472
Mozambique,2007,Male,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",2301
Mozambique,2007,Male,15 - 19,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",11508
Mozambique,2007,Male,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",100
Mozambique,2007,Male,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",874
Mozambique,2007,Male,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",6839
Mozambique,2007,Male,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",319552
Mozambique,2007,Male,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",205197
Mozambique,2007,Male,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",14769
Mozambique,2007,Male,20 - 24,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",85787
Mozambique,2007,Male,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",368
Mozambique,2007,Male,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5032
Mozambique,2007,Male,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",8399
Mozambique,2007,Male,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",261595
Mozambique,2007,Male,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",88182
Mozambique,2007,Male,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",27546
Mozambique,2007,Male,25 - 29,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",134428
Mozambique,2007,Male,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",869
Mozambique,2007,Male,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7622
Mozambique,2007,Male,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2948
Mozambique,2007,Male,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",191636
Mozambique,2007,Male,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",31134
Mozambique,2007,Male,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",33241
Mozambique,2007,Male,30 - 34,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",117705
Mozambique,2007,Male,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1420
Mozambique,2007,Male,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",6703
Mozambique,2007,Male,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1433
Mozambique,2007,Male,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",151166
Mozambique,2007,Male,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",14063
Mozambique,2007,Male,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",32946
Mozambique,2007,Male,35 - 39,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",96285
Mozambique,2007,Male,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1716
Mozambique,2007,Male,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5250
Mozambique,2007,Male,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",906
Mozambique,2007,Male,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",125016
Mozambique,2007,Male,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",7460
Mozambique,2007,Male,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",31356
